image,pitch,yaw
0.png,0.012841775,0.055475932
1.png,0.012433846,0.055549417
2.png,0.01248722,0.055634034
3.png,0.01249214,0.054686355
4.png,0.012191353,0.054521527
5.png,0.011947093,0.054861525
6.png,0.011605359,0.055104733
7.png,0.010967571,0.055344205
8.png,0.010791948,0.055618956
9.png,0.011208661,0.055554397
10.png,0.011059257,0.055721966
11.png,0.011198791,0.055980589
12.png,0.010848349,0.056209998
13.png,0.011123666,0.056865341
14.png,0.010811342,0.057059994
15.png,0.011123576,0.05693387
16.png,0.011477709,0.056811777
17.png,0.011855251,0.057117449
18.png,0.011913735,0.056901559
19.png,0.011570086,0.056814119
20.png,0.011433143,0.056519607
21.png,0.011206283,0.056317757
22.png,0.011502573,0.056340899
23.png,0.011362296,0.056132638
24.png,0.011748624,0.056128434
25.png,0.01181281,0.055940167
26.png,0.01185017,0.056069843
27.png,0.011831235,0.055621024
28.png,0.012018786,0.055724835
29.png,0.012135679,0.055406759
30.png,0.012209335,0.055782749
31.png,0.012594901,0.055668963
32.png,0.012830852,0.05571336
33.png,0.012983778,0.055771852
34.png,0.012920895,0.055622238
35.png,0.01309181,0.055840952
36.png,0.013309176,0.05549721
37.png,0.013554726,0.055637513
38.png,0.01371984,0.055556864
39.png,0.013933365,0.055471045
40.png,0.013957304,0.054895966
41.png,0.013983679,0.05487983
42.png,0.013539503,0.05455002
43.png,0.013550698,0.054560968
44.png,0.013371168,0.054419844
45.png,0.013205799,0.054349307
46.png,0.012932325,0.054146978
47.png,0.0130493,0.054028791
48.png,0.012856684,0.053926091
49.png,0.012674861,0.05401406
50.png,0.01264337,0.054002559
51.png,0.012279411,0.053981577
52.png,0.012851601,0.054001023
53.png,0.012887014,0.054025338
54.png,0.01303777,0.054072114
55.png,0.012974276,0.053715434
56.png,0.012910359,0.053995354
57.png,0.012464792,0.053652623
58.png,0.012712892,0.0536625
59.png,0.012676208,0.053591137
60.png,0.012780051,0.053723568
61.png,0.012753953,0.053862679
62.png,0.012302224,0.053632524
63.png,0.012222801,0.053630054
64.png,0.012006431,0.053928615
65.png,0.01200895,0.0540822
66.png,0.011867658,0.054095183
67.png,0.011884704,0.054524874
68.png,0.011639502,0.054851699
69.png,0.011872502,0.055204898
70.png,0.011712086,0.055347149
71.png,0.01201986,0.055464633
72.png,0.012015819,0.055525451
73.png,0.012222738,0.055784147
74.png,0.012559136,0.055695615
75.png,0.012617042,0.055629296
76.png,0.012685767,0.055425831
77.png,0.012731178,0.055571364
78.png,0.012445061,0.055330761
79.png,0.012466744,0.055388548
80.png,0.012634816,0.055403379
81.png,0.012411656,0.055231528
82.png,0.012608389,0.055687931
83.png,0.011907119,0.05526925
84.png,0.011881801,0.055367296
85.png,0.011761064,0.055539283
86.png,0.011673297,0.055560016
87.png,0.011736212,0.055507207
88.png,0.012108021,0.055816261
89.png,0.011841308,0.055798061
90.png,0.011640422,0.055943128
91.png,0.011387154,0.055978454
92.png,0.011439087,0.055653196
93.png,0.011670205,0.055642942
94.png,0.011804747,0.055533727
95.png,0.011703252,0.055764228
96.png,0.011221039,0.055939773
97.png,0.011361758,0.05603264
98.png,0.011276168,0.055855659
99.png,0.011683798,0.055820593
100.png,0.011750328,0.055656577
101.png,0.011854609,0.055821367
102.png,0.011419688,0.05586257
103.png,0.011407469,0.056130204
104.png,0.010751886,0.056199056
105.png,0.010798003,0.056017338
106.png,0.011330708,0.056068493
107.png,0.011376894,0.055899615
108.png,0.011029082,0.056096946
109.png,0.010602787,0.056102898
110.png,0.010503415,0.056061687
111.png,0.010736736,0.05613111
112.png,0.010957627,0.056217429
113.png,0.011412726,0.056289717
114.png,0.01192533,0.056318493
115.png,0.012233187,0.056590335
116.png,0.012339207,0.056685411
117.png,0.011847563,0.05659253
118.png,0.012139101,0.056256749
119.png,0.012010236,0.056372542
120.png,0.011969154,0.056704212
121.png,0.011932968,0.056589999
122.png,0.012076546,0.056591312
123.png,0.011826966,0.056710468
124.png,0.011821459,0.056726857
125.png,0.011868116,0.056791143
126.png,0.011921987,0.056683902
127.png,0.012204845,0.056890399
128.png,0.012131811,0.056818377
129.png,0.012306685,0.056598381
130.png,0.012501332,0.056448404
131.png,0.012449964,0.056152866
132.png,0.012579579,0.056045342
133.png,0.012629183,0.055653064
134.png,0.012617569,0.055520379
135.png,0.012334694,0.055398922
136.png,0.012394585,0.055539369
137.png,0.012403548,0.0556037
138.png,0.012957365,0.056116644
139.png,0.013041971,0.056333824
140.png,0.012909279,0.056677038
141.png,0.013121658,0.056828252
142.png,0.012675302,0.057269573
143.png,0.01290348,0.057834723
144.png,0.012902286,0.058060993
145.png,0.013348556,0.057901754
146.png,0.013224081,0.0579353
147.png,0.013057426,0.057783686
148.png,0.012891139,0.057715358
149.png,0.013183893,0.057968004
150.png,0.013319963,0.057536965
151.png,0.013343867,0.057737933
152.png,0.013705998,0.057677052
153.png,0.013225991,0.0574247
154.png,0.013406173,0.057344117
155.png,0.012879203,0.057468716
156.png,0.012963563,0.057553525
157.png,0.013263095,0.057732249
158.png,0.013090775,0.057423909
159.png,0.012968914,0.057188513
160.png,0.01291774,0.057313749
161.png,0.012866593,0.057335811
162.png,0.012517809,0.057724874
163.png,0.012465478,0.058008141
164.png,0.012414516,0.058291671
165.png,0.012684928,0.058479466
166.png,0.01260653,0.058624895
167.png,0.012344841,0.058890109
168.png,0.012391273,0.059364529
169.png,0.011927262,0.059592605
170.png,0.012032644,0.059881926
171.png,0.011873119,0.059783782
172.png,0.012045663,0.059220307
173.png,0.012682031,0.059303277
174.png,0.012247394,0.059060839
175.png,0.0124244,0.058715361
176.png,0.012845949,0.05852087
177.png,0.012920719,0.058090509
178.png,0.012801639,0.057437068
179.png,0.01301412,0.056973027
180.png,0.012960117,0.05668107
181.png,0.013108966,0.056838455
182.png,0.013215455,0.056615399
183.png,0.013003372,0.056138457
184.png,0.013479284,0.055913561
185.png,0.013082877,0.055865446
186.png,0.012637444,0.055928303
187.png,0.012870091,0.056013955
188.png,0.01296329,0.056153103
189.png,0.013261646,0.056184943
190.png,0.01331346,0.056047672
191.png,0.012985228,0.055566984
192.png,0.012888476,0.055329675
193.png,0.012604005,0.05483747
194.png,0.01284677,0.054516905
195.png,0.012875319,0.054312861
196.png,0.012884264,0.053699617
197.png,0.012793349,0.053516744
198.png,0.012649335,0.053440459
199.png,0.01210831,0.053234513
200.png,0.011881498,0.052889774
201.png,0.012166421,0.052832813
202.png,0.012605655,0.052876728
203.png,0.012852982,0.053205762
204.png,0.012270674,0.053186487
205.png,0.012398514,0.053223579
206.png,0.012485958,0.053054619
207.png,0.012482648,0.052612815
208.png,0.012714842,0.052306982
209.png,0.013297756,0.051938191
210.png,0.013570796,0.051962142
211.png,0.013830782,0.05204373
212.png,0.013604756,0.052225085
213.png,0.013961323,0.051641969
214.png,0.014475916,0.051489445
215.png,0.014713753,0.05118742
216.png,0.014901885,0.051168661
217.png,0.015108686,0.051387188
218.png,0.014807739,0.051931145
219.png,0.015005445,0.051882274
220.png,0.014723307,0.051968143
221.png,0.014662939,0.05207551
222.png,0.014705433,0.051778033
223.png,0.014208459,0.052289561
224.png,0.0141049,0.052200019
225.png,0.013612861,0.052328406
226.png,0.013800442,0.052830449
227.png,0.012991512,0.053090915
228.png,0.013093499,0.052592255
229.png,0.012897963,0.052712262
230.png,0.013508939,0.052429059
231.png,0.014016413,0.052398325
232.png,0.013606774,0.052374879
233.png,0.013759486,0.052362578
234.png,0.013624586,0.052700589
235.png,0.013669107,0.052604511
236.png,0.013211558,0.052194992
237.png,0.013908237,0.052317552
238.png,0.01388943,0.052590156
239.png,0.013992312,0.052488864
240.png,0.013910258,0.05269206
241.png,0.013726031,0.052205547
242.png,0.014169509,0.05221466
243.png,0.013929053,0.051704395
244.png,0.013833662,0.051526198
245.png,0.01406941,0.051338314
246.png,0.014374582,0.051745727
247.png,0.014023393,0.051472072
