image,pitch,yaw
0.png,0.025786074,0.069540903
1.png,0.025166385,0.066858047
2.png,0.026071849,0.067548069
3.png,0.02569438,0.065174498
4.png,0.02599448,0.064351891
5.png,0.026537208,0.064957274
6.png,0.025919736,0.064346384
7.png,0.025387286,0.06233458
8.png,0.025533045,0.06071839
9.png,0.024899455,0.061762225
10.png,0.024044888,0.058437026
11.png,0.024856174,0.058163651
12.png,0.0237352,0.057632956
13.png,0.023176181,0.057279459
14.png,0.023452234,0.058541864
15.png,0.02262484,0.05888385
16.png,0.022414316,0.058569648
17.png,0.022732902,0.060791307
18.png,0.022724238,0.063432926
19.png,0.022561428,0.058318878
20.png,0.024078202,0.061633582
21.png,0.023848825,0.064213551
22.png,0.024236122,0.062841222
23.png,0.024783581,0.065665359
24.png,0.023891025,0.062926517
25.png,0.024852489,0.064229235
26.png,0.02534301,0.066837472
27.png,0.025154426,0.064228821
28.png,0.025764666,0.063959149
29.png,0.025806571,0.065337276
30.png,0.026242301,0.067039765
31.png,0.025989291,0.065153969
32.png,0.026929506,0.06576674
33.png,0.026227087,0.061281022
34.png,0.027100372,0.061730022
35.png,0.027267898,0.061959987
36.png,0.027947635,0.061626963
37.png,0.028024515,0.059549871
38.png,0.028383205,0.06054485
39.png,0.028627318,0.059537439
40.png,0.028817896,0.059456979
41.png,0.029492566,0.059878943
42.png,0.028526891,0.059222622
43.png,0.030156596,0.064577882
44.png,0.030375447,0.064110631
45.png,0.030798181,0.062887786
46.png,0.030626215,0.062242506
47.png,0.031258297,0.06464524
48.png,0.031230975,0.062664529
49.png,0.031976519,0.063467158
50.png,0.031346825,0.062892268
51.png,0.030980283,0.062446063
52.png,0.031705608,0.064641993
53.png,0.03135097,0.062606503
54.png,0.031386292,0.06576151
55.png,0.030943869,0.064468359
56.png,0.030944314,0.062925273
57.png,0.030630529,0.062517714
58.png,0.030732868,0.063592012
59.png,0.029963803,0.064255399
60.png,0.030496656,0.062534067
61.png,0.030873782,0.062884014
62.png,0.031669218,0.062986848
63.png,0.031766471,0.062371847
64.png,0.031714574,0.06150627
65.png,0.031695836,0.063093756
66.png,0.03167028,0.063575339
67.png,0.031700539,0.062926483
68.png,0.032080876,0.063955057
69.png,0.032630571,0.063072438
70.png,0.032951788,0.0654968
71.png,0.032918,0.065695626
72.png,0.032533045,0.065875687
73.png,0.031906365,0.065002843
74.png,0.032539143,0.066077739
75.png,0.032551022,0.065215154
76.png,0.032675074,0.066814854
77.png,0.032898574,0.068860078
78.png,0.032946378,0.068045554
79.png,0.033260895,0.069796356
80.png,0.033360633,0.067801259
81.png,0.033387255,0.067192592
82.png,0.033923,0.067118766
