image,pitch,yaw
0.png,0.033460662,0.03149205
1.png,0.033320047,0.031317198
2.png,0.033263816,0.031202799
3.png,0.033280002,0.031227255
4.png,0.033334144,0.030962994
5.png,0.033415283,0.030961419
6.png,0.033446533,0.030977679
7.png,0.033281513,0.030892765
8.png,0.033236362,0.031064567
9.png,0.033220408,0.031055381
10.png,0.033258463,0.030943017
11.png,0.033340064,0.031099913
12.png,0.033510007,0.031326728
13.png,0.033595556,0.031216564
14.png,0.033532481,0.031391741
15.png,0.033495109,0.031492854
16.png,0.033465358,0.031642475
17.png,0.033360655,0.031749401
18.png,0.033418145,0.031717277
19.png,0.0334275,0.031783546
20.png,0.033394621,0.031789313
21.png,0.03341294,0.031843088
22.png,0.033441878,0.031896233
23.png,0.03347431,0.031920854
24.png,0.033673004,0.031895891
25.png,0.033691393,0.031809686
26.png,0.033739234,0.031857383
27.png,0.033870127,0.032044827
28.png,0.033922005,0.032077815
29.png,0.033905626,0.032005283
30.png,0.033826981,0.032021794
31.png,0.033728369,0.031842124
32.png,0.033514413,0.031709638
33.png,0.033308161,0.031800442
34.png,0.033020072,0.031873657
35.png,0.032983606,0.031961453
36.png,0.0330234,0.031907032
37.png,0.033065247,0.031739727
38.png,0.033050337,0.031540951
39.png,0.033103431,0.031582533
40.png,0.033188116,0.031532023
41.png,0.033231693,0.031634739
42.png,0.033226943,0.031821175
43.png,0.033240995,0.031747988
44.png,0.033375251,0.031726231
45.png,0.033299205,0.031822621
46.png,0.033261335,0.031841523
47.png,0.033184914,0.031789021
48.png,0.033038344,0.031788333
49.png,0.032908941,0.031679262
50.png,0.032816086,0.031687936
51.png,0.032756407,0.031794531
52.png,0.032784613,0.031593575
53.png,0.032804114,0.03162547
54.png,0.03277453,0.031712464
55.png,0.032776206,0.031704693
56.png,0.032862178,0.031871467
57.png,0.03291095,0.031922341
58.png,0.03290546,0.032135262
59.png,0.032971448,0.03221872
60.png,0.033213609,0.032294266
61.png,0.033323927,0.032235686
62.png,0.033223784,0.03238959
63.png,0.033171644,0.032356568
64.png,0.033167467,0.032280148
