image,pitch,yaw
0.tiff,0.012841775,0.055475932
1.tiff,0.012433846,0.055549417
2.tiff,0.01248722,0.055634034
3.tiff,0.01249214,0.054686355
4.tiff,0.012191353,0.054521527
5.tiff,0.011947093,0.054861525
6.tiff,0.011605359,0.055104733
7.tiff,0.010967571,0.055344205
8.tiff,0.010791948,0.055618956
9.tiff,0.011208661,0.055554397
10.tiff,0.011059257,0.055721966
11.tiff,0.011198791,0.055980589
12.tiff,0.010848349,0.056209998
13.tiff,0.011123666,0.056865341
14.tiff,0.010811342,0.057059994
15.tiff,0.011123576,0.05693387
16.tiff,0.011477709,0.056811777
17.tiff,0.011855251,0.057117449
18.tiff,0.011913735,0.056901559
19.tiff,0.011570086,0.056814119
20.tiff,0.011433143,0.056519607
21.tiff,0.011206283,0.056317757
22.tiff,0.011502573,0.056340899
23.tiff,0.011362296,0.056132638
24.tiff,0.011748624,0.056128434
25.tiff,0.01181281,0.055940167
26.tiff,0.01185017,0.056069843
27.tiff,0.011831235,0.055621024
28.tiff,0.012018786,0.055724835
29.tiff,0.012135679,0.055406759
30.tiff,0.012209335,0.055782749
31.tiff,0.012594901,0.055668963
32.tiff,0.012830852,0.05571336
33.tiff,0.012983778,0.055771852
34.tiff,0.012920895,0.055622238
35.tiff,0.01309181,0.055840952
36.tiff,0.013309176,0.05549721
37.tiff,0.013554726,0.055637513
38.tiff,0.01371984,0.055556864
39.tiff,0.013933365,0.055471045
40.tiff,0.013957304,0.054895966
41.tiff,0.013983679,0.05487983
42.tiff,0.013539503,0.05455002
43.tiff,0.013550698,0.054560968
44.tiff,0.013371168,0.054419844
45.tiff,0.013205799,0.054349307
46.tiff,0.012932325,0.054146978
47.tiff,0.0130493,0.054028791
48.tiff,0.012856684,0.053926091
49.tiff,0.012674861,0.05401406
50.tiff,0.01264337,0.054002559
51.tiff,0.012279411,0.053981577
52.tiff,0.012851601,0.054001023
53.tiff,0.012887014,0.054025338
54.tiff,0.01303777,0.054072114
55.tiff,0.012974276,0.053715434
56.tiff,0.012910359,0.053995354
57.tiff,0.012464792,0.053652623
58.tiff,0.012712892,0.0536625
59.tiff,0.012676208,0.053591137
60.tiff,0.012780051,0.053723568
61.tiff,0.012753953,0.053862679
62.tiff,0.012302224,0.053632524
63.tiff,0.012222801,0.053630054
64.tiff,0.012006431,0.053928615
65.tiff,0.01200895,0.0540822
66.tiff,0.011867658,0.054095183
67.tiff,0.011884704,0.054524874
68.tiff,0.011639502,0.054851699
69.tiff,0.011872502,0.055204898
70.tiff,0.011712086,0.055347149
71.tiff,0.01201986,0.055464633
72.tiff,0.012015819,0.055525451
73.tiff,0.012222738,0.055784147
74.tiff,0.012559136,0.055695615
75.tiff,0.012617042,0.055629296
76.tiff,0.012685767,0.055425831
77.tiff,0.012731178,0.055571364
78.tiff,0.012445061,0.055330761
79.tiff,0.012466744,0.055388548
80.tiff,0.012634816,0.055403379
81.tiff,0.012411656,0.055231528
82.tiff,0.012608389,0.055687931
83.tiff,0.011907119,0.05526925
84.tiff,0.011881801,0.055367296
85.tiff,0.011761064,0.055539283
86.tiff,0.011673297,0.055560016
87.tiff,0.011736212,0.055507207
88.tiff,0.012108021,0.055816261
89.tiff,0.011841308,0.055798061
90.tiff,0.011640422,0.055943128
91.tiff,0.011387154,0.055978454
92.tiff,0.011439087,0.055653196
93.tiff,0.011670205,0.055642942
94.tiff,0.011804747,0.055533727
95.tiff,0.011703252,0.055764228
96.tiff,0.011221039,0.055939773
97.tiff,0.011361758,0.05603264
98.tiff,0.011276168,0.055855659
99.tiff,0.011683798,0.055820593
100.tiff,0.011750328,0.055656577
101.tiff,0.011854609,0.055821367
102.tiff,0.011419688,0.05586257
103.tiff,0.011407469,0.056130204
104.tiff,0.010751886,0.056199056
105.tiff,0.010798003,0.056017338
106.tiff,0.011330708,0.056068493
107.tiff,0.011376894,0.055899615
108.tiff,0.011029082,0.056096946
109.tiff,0.010602787,0.056102898
110.tiff,0.010503415,0.056061687
111.tiff,0.010736736,0.05613111
112.tiff,0.010957627,0.056217429
113.tiff,0.011412726,0.056289717
114.tiff,0.01192533,0.056318493
115.tiff,0.012233187,0.056590335
116.tiff,0.012339207,0.056685411
117.tiff,0.011847563,0.05659253
118.tiff,0.012139101,0.056256749
119.tiff,0.012010236,0.056372542
120.tiff,0.011969154,0.056704212
121.tiff,0.011932968,0.056589999
122.tiff,0.012076546,0.056591312
123.tiff,0.011826966,0.056710468
124.tiff,0.011821459,0.056726857
125.tiff,0.011868116,0.056791143
126.tiff,0.011921987,0.056683902
127.tiff,0.012204845,0.056890399
128.tiff,0.012131811,0.056818377
129.tiff,0.012306685,0.056598381
130.tiff,0.012501332,0.056448404
131.tiff,0.012449964,0.056152866
132.tiff,0.012579579,0.056045342
133.tiff,0.012629183,0.055653064
134.tiff,0.012617569,0.055520379
135.tiff,0.012334694,0.055398922
136.tiff,0.012394585,0.055539369
137.tiff,0.012403548,0.0556037
138.tiff,0.012957365,0.056116644
139.tiff,0.013041971,0.056333824
140.tiff,0.012909279,0.056677038
141.tiff,0.013121658,0.056828252
142.tiff,0.012675302,0.057269573
143.tiff,0.01290348,0.057834723
144.tiff,0.012902286,0.058060993
145.tiff,0.013348556,0.057901754
146.tiff,0.013224081,0.0579353
147.tiff,0.013057426,0.057783686
148.tiff,0.012891139,0.057715358
149.tiff,0.013183893,0.057968004
150.tiff,0.013319963,0.057536965
151.tiff,0.013343867,0.057737933
152.tiff,0.013705998,0.057677052
153.tiff,0.013225991,0.0574247
154.tiff,0.013406173,0.057344117
155.tiff,0.012879203,0.057468716
156.tiff,0.012963563,0.057553525
157.tiff,0.013263095,0.057732249
158.tiff,0.013090775,0.057423909
159.tiff,0.012968914,0.057188513
160.tiff,0.01291774,0.057313749
161.tiff,0.012866593,0.057335811
162.tiff,0.012517809,0.057724874
163.tiff,0.012465478,0.058008141
164.tiff,0.012414516,0.058291671
165.tiff,0.012684928,0.058479466
166.tiff,0.01260653,0.058624895
167.tiff,0.012344841,0.058890109
168.tiff,0.012391273,0.059364529
169.tiff,0.011927262,0.059592605
170.tiff,0.012032644,0.059881926
171.tiff,0.011873119,0.059783782
172.tiff,0.012045663,0.059220307
173.tiff,0.012682031,0.059303277
174.tiff,0.012247394,0.059060839
175.tiff,0.0124244,0.058715361
176.tiff,0.012845949,0.05852087
177.tiff,0.012920719,0.058090509
178.tiff,0.012801639,0.057437068
179.tiff,0.01301412,0.056973027
180.tiff,0.012960117,0.05668107
181.tiff,0.013108966,0.056838455
182.tiff,0.013215455,0.056615399
183.tiff,0.013003372,0.056138457
184.tiff,0.013479284,0.055913561
185.tiff,0.013082877,0.055865446
186.tiff,0.012637444,0.055928303
187.tiff,0.012870091,0.056013955
188.tiff,0.01296329,0.056153103
189.tiff,0.013261646,0.056184943
190.tiff,0.01331346,0.056047672
191.tiff,0.012985228,0.055566984
192.tiff,0.012888476,0.055329675
193.tiff,0.012604005,0.05483747
194.tiff,0.01284677,0.054516905
195.tiff,0.012875319,0.054312861
196.tiff,0.012884264,0.053699617
197.tiff,0.012793349,0.053516744
198.tiff,0.012649335,0.053440459
199.tiff,0.01210831,0.053234513
200.tiff,0.011881498,0.052889774
201.tiff,0.012166421,0.052832813
202.tiff,0.012605655,0.052876728
203.tiff,0.012852982,0.053205762
204.tiff,0.012270674,0.053186487
205.tiff,0.012398514,0.053223579
206.tiff,0.012485958,0.053054619
207.tiff,0.012482648,0.052612815
208.tiff,0.012714842,0.052306982
209.tiff,0.013297756,0.051938191
210.tiff,0.013570796,0.051962142
211.tiff,0.013830782,0.05204373
212.tiff,0.013604756,0.052225085
213.tiff,0.013961323,0.051641969
214.tiff,0.014475916,0.051489445
215.tiff,0.014713753,0.05118742
216.tiff,0.014901885,0.051168661
217.tiff,0.015108686,0.051387188
218.tiff,0.014807739,0.051931145
219.tiff,0.015005445,0.051882274
220.tiff,0.014723307,0.051968143
221.tiff,0.014662939,0.05207551
222.tiff,0.014705433,0.051778033
223.tiff,0.014208459,0.052289561
224.tiff,0.0141049,0.052200019
225.tiff,0.013612861,0.052328406
226.tiff,0.013800442,0.052830449
227.tiff,0.012991512,0.053090915
228.tiff,0.013093499,0.052592255
229.tiff,0.012897963,0.052712262
230.tiff,0.013508939,0.052429059
231.tiff,0.014016413,0.052398325
232.tiff,0.013606774,0.052374879
233.tiff,0.013759486,0.052362578
234.tiff,0.013624586,0.052700589
235.tiff,0.013669107,0.052604511
236.tiff,0.013211558,0.052194992
237.tiff,0.013908237,0.052317552
238.tiff,0.01388943,0.052590156
239.tiff,0.013992312,0.052488864
240.tiff,0.013910258,0.05269206
241.tiff,0.013726031,0.052205547
242.tiff,0.014169509,0.05221466
243.tiff,0.013929053,0.051704395
244.tiff,0.013833662,0.051526198
245.tiff,0.01406941,0.051338314
246.tiff,0.014374582,0.051745727
247.tiff,0.014023393,0.051472072
248.tiff,0.014242858,0.051280882
249.tiff,0.013936332,0.051647672
250.tiff,0.013816053,0.051331864
251.tiff,0.013348048,0.051754933
252.tiff,0.013060989,0.051466061
253.tiff,0.013213163,0.051954341
254.tiff,0.013471496,0.052499999
255.tiff,0.013638102,0.053054073
256.tiff,0.013302382,0.053429527
257.tiff,0.013260059,0.053563903
258.tiff,0.012838033,0.053780417
259.tiff,0.0125483,0.053446854
260.tiff,0.01252224,0.054231248
261.tiff,0.012532074,0.054287995
262.tiff,0.012606355,0.054632525
263.tiff,0.01242336,0.054755942
264.tiff,0.012037679,0.05426298
265.tiff,0.011980284,0.054012024
266.tiff,0.011556233,0.053829126
267.tiff,0.011703819,0.052987275
268.tiff,0.011848674,0.052511344
269.tiff,0.01157625,0.052268625
270.tiff,0.011562916,0.051162026
271.tiff,0.011629627,0.050626756
272.tiff,0.011772955,0.049819399
273.tiff,0.011732926,0.049124048
274.tiff,0.011431238,0.049053297
275.tiff,0.01120918,0.047928717
276.tiff,0.011371935,0.046469637
277.tiff,0.011344698,0.046137758
278.tiff,0.010661277,0.045737405
